0.0000 0.0000 0.0000
0.0176 1.2361 1.6217
0.0352 2.4527 3.2158
0.0528 3.6313 4.7562
0.0704 4.7544 6.2185
0.0881 5.8069 7.5814
0.1057 6.7757 8.8274
0.1233 7.6510 9.9430
0.1409 8.4255 10.9192
0.1585 9.0951 11.7513
0.1761 9.6588 12.4388
0.1937 10.1178 12.9847
0.2113 10.4760 13.3954
0.2289 10.7391 13.6796
0.2466 10.9144 13.8480
0.2642 11.0100 13.9126
0.2818 11.0350 13.8858
0.2994 10.9987 13.7801
0.3170 10.9103 13.6079
0.3346 10.7787 13.3807
0.3522 10.6124 13.1092
0.3698 10.4193 12.8032
0.3875 10.2065 12.4713
0.4051 9.9804 12.1212
0.4227 9.7464 11.7594
0.4403 9.5093 11.3918
0.4579 9.2731 11.0232
0.4755 9.0411 10.6576
0.4931 8.8157 10.2987
0.5107 8.5988 9.9491
0.5283 8.3918 9.6113
0.5460 8.1953 9.2871
0.5636 8.0097 8.9778
0.5812 7.8347 8.6845
0.5988 7.6700 8.4078
0.6164 7.5148 8.1479
0.6340 7.3682 7.9046
0.6516 7.2291 7.6777
0.6692 7.0964 7.4665
0.6868 6.9690 7.2701
0.7045 6.8459 7.0875
0.7221 6.7262 6.9174
0.7397 6.6091 6.7588
0.7573 6.4938 6.6102
0.7749 6.3799 6.4702
0.7925 6.2670 6.3377
0.8101 6.1548 6.2114
0.8277 6.0432 6.0901
0.8453 5.9321 5.9729
0.8630 5.8217 5.8588
0.8806 5.7119 5.7472
0.8982 5.6030 5.6376
0.9158 5.4952 5.5295
0.9334 5.3885 5.4227
0.9510 5.2832 5.3172
0.9686 5.1796 5.2129
0.9862 5.0777 5.1101
1.0038 4.9778 5.0089
1.0215 4.8801 4.9098
1.0391 4.7847 4.8129
1.0567 4.6918 4.7187
1.0743 4.6014 4.6275
1.0919 4.5137 4.5395
1.1095 4.4288 4.4551
1.1271 4.3465 4.3743
1.1447 4.2668 4.2973
1.1624 4.1896 4.2240
1.1800 4.1148 4.1544
1.1976 4.0422 4.0884
1.2152 3.9716 4.0257
1.2328 3.9027 3.9661
1.2504 3.8353 3.9091
1.2680 3.7692 3.8544
1.2856 3.7042 3.8016
1.3032 3.6402 3.7502
1.3209 3.5770 3.6998
1.3385 3.5146 3.6498
1.3561 3.4530 3.6000
1.3737 3.3921 3.5499
1.3913 3.3322 3.4992
1.4089 3.2731 3.4476
1.4265 3.2152 3.3949
1.4441 3.1584 3.3409
1.4617 3.1031 3.2856
1.4794 3.0492 3.2291
1.4970 2.9969 3.1713
1.5146 2.9462 3.1126
1.5322 2.8973 3.0531
1.5498 2.8502 2.9931
1.5674 2.8049 2.9329
1.5850 2.7613 2.8729
1.6026 2.7194 2.8134
1.6202 2.6792 2.7549
1.6379 2.6406 2.6977
1.6555 2.6035 2.6420
1.6731 2.5677 2.5883
1.6907 2.5333 2.5367
1.7083 2.5001 2.4875
1.7259 2.4681 2.4408
1.7435 2.4371 2.3968
1.7611 2.4071 2.3554
1.7787 2.3781 2.3167
1.7964 2.3499 2.2806
1.8140 2.3225 2.2470
1.8316 2.2960 2.2159
1.8492 2.2702 2.1870
1.8668 2.2452 2.1602
1.8844 2.2210 2.1352
1.9020 2.1975 2.1120
1.9196 2.1748 2.0902
1.9373 2.1529 2.0698
1.9549 2.1318 2.0505
1.9725 2.1116 2.0321
1.9901 2.0922 2.0144
2.0077 2.0737 1.9974
2.0253 2.0561 1.9809
2.0429 2.0395 1.9647
2.0605 2.0237 1.9487
2.0781 2.0088 1.9329
2.0958 1.9948 1.9171
2.1134 1.9815 1.9014
2.1310 1.9690 1.8856
2.1486 1.9572 1.8697
2.1662 1.9459 1.8538
2.1838 1.9351 1.8378
2.2014 1.9247 1.8218
2.2190 1.9146 1.8058
2.2366 1.9046 1.7899
2.2543 1.8948 1.7741
2.2719 1.8850 1.7585
2.2895 1.8751 1.7432
2.3071 1.8652 1.7283
2.3247 1.8551 1.7137
